ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
7107,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,291.75,72.94,33,1
3895,EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,31,0,36,1
3656,EPX,Travel Agency,Online,1 way Comprehensive Plan,49,CANADA,20,0,47,0
8918,EPX,Travel Agency,Online,Cancellation Plan,51,INDONESIA,13,0,41,0
2267,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,ICELAND,59.4,35.64,42,0
7911,EPX,Travel Agency,Online,Cancellation Plan,1,INDONESIA,10,0,36,0
8931,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,THAILAND,20,0,38,0
3184,EPX,Travel Agency,Online,Cancellation Plan,84,MALAYSIA,19,0,50,0
2944,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,THAILAND,20,0,30,0
8585,C2B,Airlines,Online,Annual Gold Plan,372,SINGAPORE,333,83.25,42,1
6084,EPX,Travel Agency,Online,Cancellation Plan,56,SWITZERLAND,13,0,36,0
5082,RAB,Airlines,Online,Value Plan,8,BRUNEI DARUSSALAM,15,6,29,0
5234,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,FRANCE,49.5,29.7,31,0
2184,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,MALAYSIA,38,0,48,0
9493,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,"KOREA, REPUBLIC OF",29.7,17.82,40,0
5933,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,UNITED KINGDOM,89.1,53.46,31,0
5926,JZI,Airlines,Online,Basic Plan,12,BAHRAIN,36,12.6,47,0
7264,C2B,Airlines,Online,Bronze Plan,144,SINGAPORE,94.67474329,23.67366949,24,1
5054,EPX,Travel Agency,Online,2 way Comprehensive Plan,67,THAILAND,22,0,26,0
8547,JZI,Airlines,Online,Basic Plan,91,NEPAL,61,21.35,30,0
6838,C2B,Airlines,Online,Silver Plan,15,SINGAPORE,62.13067738,15.53310494,26,1
6977,EPX,Travel Agency,Online,Cancellation Plan,10,INDONESIA,18,0,36,0
3537,EPX,Travel Agency,Online,Cancellation Plan,40,HONG KONG,18,0,36,0
6122,EPX,Travel Agency,Online,Cancellation Plan,6,HONG KONG,29,0,36,0
8388,EPX,Travel Agency,Online,Cancellation Plan,190,AUSTRALIA,30,0,36,0
5745,JZI,Airlines,Online,Basic Plan,3,INDONESIA,18,6.3,37,0
8842,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,0,23.76,50,0
6576,JZI,Airlines,Online,Basic Plan,11,HONG KONG,26,9.1,49,0
7988,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.5,5.88,30,0
5994,JZI,Airlines,Online,Basic Plan,83,THAILAND,30,10.5,20,0
2298,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,41,0,28,0
3330,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,AUSTRALIA,59.4,35.64,31,0
3814,EPX,Travel Agency,Online,Cancellation Plan,48,UNITED KINGDOM,10,0,36,0
3585,JZI,Airlines,Online,Basic Plan,32,THAILAND,18,6.3,46,0
2132,EPX,Travel Agency,Online,Cancellation Plan,38,AUSTRALIA,58,0,36,0
6308,EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,55,0,36,0
7594,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,THAILAND,29.7,17.82,38,0
9996,EPX,Travel Agency,Online,Cancellation Plan,50,MYANMAR,12,0,25,0
7751,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CHINA,57.83063543,0,36,1
6762,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CHINA,59,0,36,0
9434,EPX,Travel Agency,Online,2 way Comprehensive Plan,81,CHINA,35,0,36,0
4870,SSI,Airlines,Online,Ticket Protector,85,SINGAPORE,12.35,3.46,48,0
6942,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,INDONESIA,29,0,36,0
9232,C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,69.0835085,17.27451053,28,1
9903,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,HONG KONG,43,0,36,0
8124,EPX,Travel Agency,Online,2 way Comprehensive Plan,43,"KOREA, REPUBLIC OF",71,0,36,0
6602,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,INDONESIA,30,0,26,0
2639,EPX,Travel Agency,Online,Cancellation Plan,2,CHINA,17,0,36,0
6396,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,FINLAND,29.7,17.82,31,0
9979,RAB,Airlines,Online,Value Plan,18,BRUNEI DARUSSALAM,15,6,61,0
4514,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,VIET NAM,24.24535437,0,36,1
3587,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,37,1
5553,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,THAILAND,20,0,36,0
7811,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,66,MALAYSIA,39.6,23.76,44,0
4520,EPX,Travel Agency,Online,Cancellation Plan,297,PHILIPPINES,40,0,36,0
2083,EPX,Travel Agency,Online,Cancellation Plan,73,VIET NAM,32,0,48,0
3393,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,106,AUSTRALIA,59.4,35.64,36,0
6790,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,83,NORWAY,118.8,71.28,55,0
9656,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,19.8,11.88,66,0
7286,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,36,0
9888,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,AUSTRALIA,29.7,17.82,50,0
4813,EPX,Travel Agency,Online,Cancellation Plan,200,NEW ZEALAND,60,0,36,0
7978,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,62,FRANCE,67,43.55,62,0
3222,C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,26.5,6.63,25,0
8114,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,SWITZERLAND,29.7,17.82,42,0
7364,EPX,Travel Agency,Online,Cancellation Plan,70,UNITED STATES,99.53760574,0,25,1
9697,C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,216,54,61,0
3467,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,UNITED STATES,112,0,59,0
7813,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,62,MALAYSIA,19.8,11.88,41,0
8457,EPX,Travel Agency,Online,Cancellation Plan,49,SWITZERLAND,48,0,35,0
8250,EPX,Travel Agency,Online,Cancellation Plan,23,CHINA,27,0,36,0
7010,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,23.5,5.88,29,1
6424,C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,97.47132465,24.36783116,40,1
9398,EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,10,0,36,0
6087,C2B,Airlines,Online,Silver Plan,36,SINGAPORE,63.5,15.88,21,0
5736,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,JAPAN,0,11.88,39,0
5324,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,CHINA,52,0,36,0
7282,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,47.5,11.88,30,0
5797,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,17.82177248,4.460443121,24,1
4687,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,MALAYSIA,19.8,11.88,31,0
6733,ART,Airlines,Online,24 Protect,46,THAILAND,22.94,8.03,48,0
8862,EPX,Travel Agency,Online,2 way Comprehensive Plan,76,UNITED KINGDOM,105,0,36,0
5499,JZI,Airlines,Online,Basic Plan,2,HONG KONG,22,7.7,26,0
8523,EPX,Travel Agency,Online,Cancellation Plan,43,CHINA,22,0,36,0
6449,EPX,Travel Agency,Online,Cancellation Plan,46,SINGAPORE,42,0,28,0
9377,JWT,Airlines,Online,Value Plan,15,INDIA,50,20,118,0
4564,KML,Travel Agency,Online,Value Plan,39,INDONESIA,28,10.64,48,0
5985,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,UNITED KINGDOM,74,0,36,0
7431,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,18,0,36,0
3143,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,35,0
2401,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,MALAYSIA,49.5,29.7,58,0
6406,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,37,0,36,0
6680,TST,Travel Agency,Offline,Travel Cruise Protect,33,THAILAND,30,10.5,70,0
3456,EPX,Travel Agency,Online,Cancellation Plan,135,SINGAPORE,31,0,36,0
3817,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,INDONESIA,20,0,36,0
4609,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,HONG KONG,50,0,36,0
5109,EPX,Travel Agency,Online,Cancellation Plan,3,THAILAND,10,0,58,0
8941,EPX,Travel Agency,Online,Cancellation Plan,7,CHINA,20,0,36,0
9762,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16,4,31,0
4149,EPX,Travel Agency,Online,2 way Comprehensive Plan,95,CHINA,42.01026615,0,36,1
5340,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,THAILAND,23.59321256,0.94617404,39,1
4557,C2B,Airlines,Online,Silver Plan,3,SINGAPORE,24.05,6.01,57,0
5574,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,AUSTRALIA,39.6,23.76,28,0
2855,EPX,Travel Agency,Online,2 way Comprehensive Plan,223,MYANMAR,21,0,36,0
5857,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,46,MALAYSIA,19.8,11.88,44,0
5539,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,91,"KOREA, REPUBLIC OF",29.7,17.82,30,0
4573,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.17929742,4.294824355,28,1
6328,EPX,Travel Agency,Online,Cancellation Plan,14,HONG KONG,14,0,46,0
8796,EPX,Travel Agency,Online,Cancellation Plan,38,PHILIPPINES,13,0,36,0
2273,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,20,0,35,0
6397,EPX,Travel Agency,Online,2 way Comprehensive Plan,89,CHINA,40,0,36,0
9578,TST,Travel Agency,Offline,Travel Cruise Protect,71,THAILAND,30,10.5,27,0
6157,EPX,Travel Agency,Online,1 way Comprehensive Plan,36,SINGAPORE,20,0,36,0
2719,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,INDONESIA,21,0,28,0
9169,JZI,Airlines,Online,Basic Plan,16,INDIA,22,7.7,36,0
9270,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,MALAYSIA,29.7,17.82,33,0
8360,JZI,Airlines,Online,Basic Plan,5,AUSTRALIA,22,7.7,44,0
7179,C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,216,54,37,0
7732,EPX,Travel Agency,Online,2 way Comprehensive Plan,61,CHINA,30,0,36,0
3911,EPX,Travel Agency,Online,2 way Comprehensive Plan,120,TURKEY,89,0,36,0
6520,JZI,Airlines,Online,Basic Plan,41,CHINA,22,7.7,52,0
9322,EPX,Travel Agency,Online,Cancellation Plan,11,MALAYSIA,10,0,36,0
4493,JZI,Airlines,Online,Basic Plan,83,"KOREA, REPUBLIC OF",39.39161876,13.78706657,37,1
2990,C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,28,1
4019,TST,Travel Agency,Offline,Travel Cruise Protect,4,MALAYSIA,30,10.5,69,0
3860,EPX,Travel Agency,Online,Cancellation Plan,5,CAMBODIA,21,0,36,0
5036,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,"TAIWAN, PROVINCE OF CHINA",34,0,25,0
5437,EPX,Travel Agency,Online,2 way Comprehensive Plan,65,PHILIPPINES,54.08314416,0,28,1
6864,EPX,Travel Agency,Online,2 way Comprehensive Plan,43,THAILAND,26,0,36,0
2808,EPX,Travel Agency,Online,2 way Comprehensive Plan,75,PHILIPPINES,80,0,36,0
9507,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,41,1
9637,EPX,Travel Agency,Online,2 way Comprehensive Plan,98,PHILIPPINES,27,0,36,0
5529,TST,Travel Agency,Offline,Travel Cruise Protect,17,MALAYSIA,30,10.5,36,0
2828,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,THAILAND,25,0,65,0
6247,EPX,Travel Agency,Online,Cancellation Plan,34,UNITED KINGDOM,80,0,36,0
9352,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,10,0,37,0
9459,EPX,Travel Agency,Online,2 way Comprehensive Plan,97,CHINA,35,0,36,0
8073,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,JAPAN,20,0,27,0
7838,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,54.5,13.63,29,0
6133,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,29.5,7.38,45,0
2066,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,9,MALAYSIA,25,16.25,36,0
8270,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,PHILIPPINES,20,0,36,0
9855,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,26,0,36,0
2451,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,64.35,16.09,14,0
3613,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,AUSTRALIA,49.5,29.7,50,0
2452,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,MALAYSIA,20,0,36,0
6198,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,39,9.75,28,0
9944,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,AUSTRALIA,49.5,29.7,45,0
4119,EPX,Travel Agency,Online,Cancellation Plan,31,PHILIPPINES,10,0,30,0
7050,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,26,UNITED KINGDOM,48.5,31.53,23,0
2833,EPX,Travel Agency,Online,Cancellation Plan,3,PHILIPPINES,10,0,31,0
3402,EPX,Travel Agency,Online,Cancellation Plan,54,UNITED STATES,16,0,23,0
2500,JZI,Airlines,Online,Basic Plan,2,INDONESIA,18,6.3,39,0
5943,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CHINA,47.56672975,0,36,1
7023,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,57.79517806,14.45159773,25,1
7306,EPX,Travel Agency,Online,Cancellation Plan,3,INDONESIA,10,0,35,0
7262,RAB,Airlines,Online,Value Plan,13,BRUNEI DARUSSALAM,15,6,40,0
8396,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,37.46391877,9.367376131,29,1
9904,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,MALAYSIA,20,0,36,0
3131,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,THAILAND,25,0,41,0
4660,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,18.23449647,4.558624118,30,1
7770,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,MALAYSIA,9.9,5.94,47,0
6030,C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,189.5222748,47.37885013,35,1
9544,EPX,Travel Agency,Online,Cancellation Plan,11,MALAYSIA,10,0,50,0
9657,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,RUSSIAN FEDERATION,112,0,36,0
7543,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,NEW ZEALAND,79.2,47.52,31,0
6317,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,INDONESIA,20,0,29,0
6227,C2B,Airlines,Online,Silver Plan,42,SINGAPORE,49,12.25,33,0
3505,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED KINGDOM,80,0,36,0
5724,JZI,Airlines,Online,Basic Plan,42,CAMBODIA,22,7.7,23,0
7465,EPX,Travel Agency,Online,Cancellation Plan,8,INDIA,0,0,36,0
9932,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216,54,39,1
5048,ART,Airlines,Online,24 Protect,18,PHILIPPINES,4.98,1.74,48,0
8730,EPX,Travel Agency,Online,Cancellation Plan,46,CANADA,73,0,56,0
4812,EPX,Travel Agency,Online,Cancellation Plan,9,AUSTRALIA,15,0,36,0
6700,EPX,Travel Agency,Online,Cancellation Plan,34,JAPAN,27,0,36,0
5865,JZI,Airlines,Online,Basic Plan,16,CHINA,22,7.7,69,0
6808,JZI,Airlines,Online,Value Plan,24,CHINA,69,24.15,48,0
5576,EPX,Travel Agency,Online,Cancellation Plan,28,UNITED KINGDOM,28,0,36,0
8059,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,19.31353405,4.828911563,28,1
6863,EPX,Travel Agency,Online,Cancellation Plan,56,MALAYSIA,11,0,34,0
4964,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,60,15,32,1
4294,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,SPAIN,0,17.82,34,0
4027,C2B,Airlines,Online,Bronze Plan,49,SINGAPORE,31.13987711,7.789969277,31,1
8723,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,29.7,17.82,33,0
5774,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,JAPAN,36,0,36,0
4871,EPX,Travel Agency,Online,Cancellation Plan,49,UNITED STATES,71.87338638,0,31,1
7504,EPX,Travel Agency,Online,Cancellation Plan,23,MALAYSIA,10,0,53,0
2586,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,134,SWITZERLAND,-99,59.4,55,0
8361,EPX,Travel Agency,Online,Cancellation Plan,54,CZECH REPUBLIC,73,0,36,0
6896,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,THAILAND,30,0,36,0
4473,EPX,Travel Agency,Online,Cancellation Plan,59,"TAIWAN, PROVINCE OF CHINA",17,0,50,0
3063,LWC,Travel Agency,Online,Annual Travel Protect Gold,433,UNITED STATES,256.2,166.53,47,0
2962,KML,Travel Agency,Online,Value Plan,17,INDONESIA,28,10.64,48,1
9749,EPX,Travel Agency,Online,Cancellation Plan,8,"KOREA, REPUBLIC OF",24,0,36,0
3930,JZI,Airlines,Online,Basic Plan,7,MALAYSIA,22,7.7,45,0
8767,JZI,Airlines,Online,Basic Plan,22,MALAYSIA,30,10.5,61,0
3891,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,MALAYSIA,49.5,29.7,44,0
2012,KML,Travel Agency,Online,Value Plan,35,INDONESIA,33,12.54,48,0
3968,EPX,Travel Agency,Online,1 way Comprehensive Plan,26,INDONESIA,20,0,29,0
9581,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,SRI LANKA,29,0,36,0
2635,EPX,Travel Agency,Online,Cancellation Plan,19,UNITED KINGDOM,10,0,36,0
2118,C2B,Airlines,Online,Gold Plan,8,SINGAPORE,46.15,11.54,87,0
5174,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,136,AUSTRALIA,69.3,41.58,31,0
5658,ART,Airlines,Online,Value Plan,9,CHINA,51,17.85,42,0
9048,JZI,Airlines,Online,Basic Plan,30,HONG KONG,26,9.1,67,0
5912,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,CHINA,20,0,36,0
8951,EPX,Travel Agency,Online,Cancellation Plan,38,MALAYSIA,55,0,36,0
2921,EPX,Travel Agency,Online,Cancellation Plan,7,THAILAND,17,0,34,0
2766,C2B,Airlines,Online,Annual Silver Plan,392,SINGAPORE,216,54,34,0
6226,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,CHINA,38,0,36,0
8284,C2B,Airlines,Online,Silver Plan,25,SINGAPORE,137.7470505,48.07446314,45,1
3765,JZI,Airlines,Online,Basic Plan,75,"TAIWAN, PROVINCE OF CHINA",35,12.25,58,0
2553,JZI,Airlines,Online,Basic Plan,87,THAILAND,30,10.5,19,0
6782,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,20.28573143,5.071432857,30,1
9147,JZI,Airlines,Online,Basic Plan,16,CHINA,22,7.7,47,0
8473,JZI,Airlines,Online,Basic Plan,77,HONG KONG,26,9.1,51,0
7608,JZI,Airlines,Online,Basic Plan,42,THAILAND,22,7.7,30,0
3671,EPX,Travel Agency,Online,2 way Comprehensive Plan,215,VIET NAM,20,0,36,0
9445,EPX,Travel Agency,Online,2 way Comprehensive Plan,125,UNITED STATES,112,0,28,1
4866,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16.73802444,4.184506109,29,1
3827,EPX,Travel Agency,Online,2 way Comprehensive Plan,125,THAILAND,25.45831737,0,36,1
8847,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,THAILAND,24,0,36,0
6989,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,UNITED STATES,118.8,71.28,36,0
9858,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,DENMARK,-19.8,11.88,53,0
7660,EPX,Travel Agency,Online,Cancellation Plan,42,FRANCE,128,0,36,0
8000,EPX,Travel Agency,Online,1 way Comprehensive Plan,20,SINGAPORE,20,0,32,0
4294,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,UNITED KINGDOM,59,0,36,0
2900,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,119,MALAYSIA,59.4,35.64,39,0
5851,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,SINGAPORE,20,0,37,0
5502,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,17.8383064,4.459576599,26,1
3727,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CHINA,34.80983543,0,36,1
8580,EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,10,0,43,0
5316,SSI,Airlines,Online,Ticket Protector,68,SINGAPORE,7,1.96,48,0
3615,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,33.77141064,0,36,1
3523,SSI,Airlines,Online,Ticket Protector,78,SINGAPORE,4.17,1.17,48,0
3636,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,11,0,36,0
9154,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,AUSTRALIA,79.2,47.52,46,1
9490,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10,0,36,0
7778,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,INDONESIA,20,0,35,0
9337,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,38,1
8531,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,UNITED STATES,59.4,35.64,47,0
8820,EPX,Travel Agency,Online,Cancellation Plan,38,PHILIPPINES,13,0,36,0
2218,EPX,Travel Agency,Online,Cancellation Plan,25,SINGAPORE,43,0,35,0
6986,EPX,Travel Agency,Online,2 way Comprehensive Plan,147,SPAIN,-68,0,36,0
2453,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,29.34104915,0,37,1
9787,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,34,0,36,0
4329,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,CHINA,40,0,35,0
3545,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,13,0,60,0
3398,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,63,MALAYSIA,39.6,23.76,55,0
3197,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,37,0,38,0
7217,EPX,Travel Agency,Online,Cancellation Plan,52,HONG KONG,11,0,26,0
4302,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,SINGAPORE,9.9,5.94,31,0
3216,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,MALAYSIA,20,0,36,0
8253,EPX,Travel Agency,Online,Cancellation Plan,28,INDONESIA,19,0,36,0
8318,JZI,Airlines,Online,Basic Plan,5,THAILAND,22,7.7,54,0
4876,C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,333,83.25,39,1
8550,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,"KOREA, REPUBLIC OF",61,0,36,0
7519,EPX,Travel Agency,Online,Cancellation Plan,3,CZECH REPUBLIC,10,0,36,0
6800,EPX,Travel Agency,Online,Cancellation Plan,34,CHINA,34,0,36,0
4562,JZI,Airlines,Online,Basic Plan,24,CHINA,22,7.7,49,0
3435,EPX,Travel Agency,Online,Cancellation Plan,6,UNITED KINGDOM,28,0,36,0
7337,RAB,Airlines,Online,Value Plan,39,BRUNEI DARUSSALAM,50,20,70,0
3674,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,CHINA,37.12412568,0,36,1
3831,CBH,Travel Agency,Offline,Comprehensive Plan,46,MALAYSIA,29,9.57,71,0
4598,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16,4,64,0
4810,JZI,Airlines,Online,Basic Plan,72,JAPAN,40,14,31,0
4822,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,15,INDONESIA,47.25,30.71,56,0
3238,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,NEW ZEALAND,49.5,29.7,44,0
7139,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,THAILAND,37.40796228,0,32,1
7573,EPX,Travel Agency,Online,2 way Comprehensive Plan,127,PHILIPPINES,20,0,36,0
8429,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,43,0,36,0
9571,CCR,Travel Agency,Offline,Premier Plan,55,THAILAND,58,19.14,20,0
4987,EPX,Travel Agency,Online,Cancellation Plan,3,OMAN,25,0,36,0
8272,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,NEW ZEALAND,9.9,5.94,31,0
8525,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,"TAIWAN, PROVINCE OF CHINA",50,0,37,0
8502,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,UNITED KINGDOM,118.8,71.28,42,0
2069,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,21,5.25,41,0
7818,EPX,Travel Agency,Online,2 way Comprehensive Plan,98,CHINA,23.70109911,0,36,1
3299,EPX,Travel Agency,Online,Cancellation Plan,20,AUSTRALIA,41,0,35,0
6043,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,UNITED KINGDOM,112,0,36,0
6723,EPX,Travel Agency,Online,Cancellation Plan,53,HONG KONG,25,0,36,0
8680,EPX,Travel Agency,Online,Cancellation Plan,18,MYANMAR,10,0,36,0
7060,EPX,Travel Agency,Online,1 way Comprehensive Plan,16,SINGAPORE,20,0,35,0
3260,EPX,Travel Agency,Online,Cancellation Plan,5,INDONESIA,12,0,36,0
3508,EPX,Travel Agency,Online,Cancellation Plan,67,INDIA,27,0,36,0
8119,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,MALAYSIA,20,0,36,0
9211,EPX,Travel Agency,Online,Cancellation Plan,16,THAILAND,27,0,36,0
9442,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,"KOREA, REPUBLIC OF",56,0,36,0
2701,C2B,Airlines,Online,Gold Plan,7,SINGAPORE,57.5,14.38,41,0
7693,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,34,FRANCE,47,30.55,37,0
3645,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,36,"TAIWAN, PROVINCE OF CHINA",50.5,32.83,20,0
3643,EPX,Travel Agency,Online,Cancellation Plan,87,"KOREA, REPUBLIC OF",12,0,57,0
5098,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,31,0
6688,JZI,Airlines,Online,Basic Plan,36,THAILAND,18,6.3,44,1
